graph_id,world,fold,node_id,arm,shuffle_id,true_label,causal_description,module,is_root,has_visible_parent,visible_parent_count,has_visible_child,visible_child_count,has_visible_same_module,visible_same_module_count,judge_acc,judge_status,match_acc,gold_embedding_cosine,rank,mrr,recall_at_1,recall_at_5,exact_decode,decoder_alpha,decoded_words
graph_00,industrial_cooling_system,0,node_000,core_shuffled_graph,shuffle_07,intake blockage severity,Severity of physical obstruction at the coolant intake.,intake_and_pressure,1,0,0,1,1,1,3,,pending,0,0.7673655796761124,11,0.09090909090909091,0,0,0,0.0004179257024759095,"[""temperature reduction"", ""thermoreregulation"", ""flow control"", ""temperature measure"", ""coolant system"", ""speed limiter""]"
graph_00,industrial_cooling_system,0,node_007,core_shuffled_graph,shuffle_07,pump pressure loss,Loss of delivered coolant pressure from wear and restricted inflow.,intake_and_pressure,0,1,2,1,2,1,3,,pending,1,0.6873440873267008,14,0.07142857142857142,0,0,0,0.0004179257024759095,"[""unreliability"", ""temperature measurement""]"
graph_00,industrial_cooling_system,0,node_012,core_shuffled_graph,shuffle_07,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,0,1,2,1,1,1,4,,pending,0,0.7291878426312903,13,0.07692307692307693,0,0,0,0.0004179257024759095,"[""unreliability"", ""temperature measurement""]"
graph_00,industrial_cooling_system,0,node_018,core_shuffled_graph,shuffle_07,production delay,Delay in production caused by cooling-system downtime.,shutdown_and_delivery,0,1,1,1,1,1,4,,pending,0,0.7217718327046964,18,0.05555555555555555,0,0,0,0.0004179257024759095,"[""unreliability"", ""temperature measurement""]"
graph_00,industrial_cooling_system,0,node_000,core_shuffled_graph,shuffle_08,intake blockage severity,Severity of physical obstruction at the coolant intake.,intake_and_pressure,1,0,0,1,1,1,3,,pending,1,0.173561431893906,8,0.125,0,0,0,0.0004179257024759095,[]
graph_00,industrial_cooling_system,0,node_007,core_shuffled_graph,shuffle_08,pump pressure loss,Loss of delivered coolant pressure from wear and restricted inflow.,intake_and_pressure,0,1,2,1,2,1,3,,pending,1,-0.75109129355668,1,1.0,1,1,1,0.0004179257024759095,"[""low backlog"", ""low disease severity"", ""low maintenance costs"", ""low scheduled maintenance"", ""low severity"", ""low system maintenance""]"
graph_00,industrial_cooling_system,0,node_012,core_shuffled_graph,shuffle_08,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,0,1,2,1,1,1,4,,pending,0,0.8402890883205536,6,0.16666666666666666,0,0,0,0.0004179257024759095,"[""response time"", ""call delay"", ""delay"", ""control order"", ""control experiment"", ""delay position""]"
graph_00,industrial_cooling_system,0,node_018,core_shuffled_graph,shuffle_08,production delay,Delay in production caused by cooling-system downtime.,shutdown_and_delivery,0,1,1,1,1,1,4,,pending,0,0.8425567506591545,10,0.1,0,0,0,0.0004179257024759095,"[""shutdown"", ""shutting down"", ""length of service"", ""business interruption insurance"", ""funding liquidity risk"", ""turnaround time""]"
graph_00,industrial_cooling_system,0,node_000,core_shuffled_graph,shuffle_09,intake blockage severity,Severity of physical obstruction at the coolant intake.,intake_and_pressure,1,0,0,1,1,1,3,,pending,1,-0.34696928168566143,7,0.14285714285714285,0,0,0,0.0004179257024759095,[]
graph_00,industrial_cooling_system,0,node_007,core_shuffled_graph,shuffle_09,pump pressure loss,Loss of delivered coolant pressure from wear and restricted inflow.,intake_and_pressure,0,1,2,1,2,1,3,,pending,0,0.7792480077528182,12,0.08333333333333333,0,0,0,0.0004179257024759095,"[""shipment"", ""delay payment"", ""shipping and handling"", ""delay position"", ""delays"", ""propagation delay""]"
graph_00,industrial_cooling_system,0,node_012,core_shuffled_graph,shuffle_09,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,0,1,2,1,1,1,4,,pending,1,0.902481748373522,8,0.125,0,0,0,0.0004179257024759095,"[""shutdown"", ""response time"", ""turnaround time"", ""climate control"", ""control condition"", ""length of service""]"
graph_00,industrial_cooling_system,0,node_018,core_shuffled_graph,shuffle_09,production delay,Delay in production caused by cooling-system downtime.,shutdown_and_delivery,0,1,1,1,1,1,4,,pending,0,0.8941172939410518,14,0.07142857142857142,0,0,0,0.0004179257024759095,"[""temperature measurement"", ""unreliability"", ""temperature measure"", ""turnaround time"", ""unreachability"", ""temperature reduction""]"
graph_00,industrial_cooling_system,0,node_000,core_shuffled_graph,shuffle_10,intake blockage severity,Severity of physical obstruction at the coolant intake.,intake_and_pressure,1,0,0,1,1,1,3,,pending,0,0.49403588588148084,16,0.0625,0,0,0,0.0004179257024759095,"[""unreliability"", ""temperature measurement""]"
graph_00,industrial_cooling_system,0,node_007,core_shuffled_graph,shuffle_10,pump pressure loss,Loss of delivered coolant pressure from wear and restricted inflow.,intake_and_pressure,0,1,2,1,2,1,3,,pending,1,0.865158548428878,7,0.14285714285714285,0,0,0,0.0004179257024759095,"[""energy equipment services"", ""heat conductivity"", ""equipment failure"", ""heat content"", ""equipment"", ""remaining heat""]"
graph_00,industrial_cooling_system,0,node_012,core_shuffled_graph,shuffle_10,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,0,1,2,1,1,1,4,,pending,1,0.7648526993879075,5,0.2,0,1,0,0.0004179257024759095,"[""equipment"", ""heat insulation"", ""heat capacity"", ""energy equipment services"", ""heat content"", ""remaining heat""]"
graph_00,industrial_cooling_system,0,node_018,core_shuffled_graph,shuffle_10,production delay,Delay in production caused by cooling-system downtime.,shutdown_and_delivery,0,1,1,1,1,1,4,,pending,0,0.7259917316174647,19,0.05263157894736842,0,0,0,0.0004179257024759095,"[""coolant system"", ""width restriction"", ""coolant"", ""fluid flow separation""]"
graph_00,industrial_cooling_system,0,node_000,core_shuffled_graph,shuffle_11,intake blockage severity,Severity of physical obstruction at the coolant intake.,intake_and_pressure,1,0,0,1,1,1,3,,pending,0,0.784259127013135,19,0.05263157894736842,0,0,0,0.0004179257024759095,"[""heat shrink"", ""heat-absorbing"", ""equipments"", ""energy equipment services"", ""heat transmission"", ""remaining heat""]"
graph_00,industrial_cooling_system,0,node_007,core_shuffled_graph,shuffle_11,pump pressure loss,Loss of delivered coolant pressure from wear and restricted inflow.,intake_and_pressure,0,1,2,1,2,1,3,,pending,1,0.7532513941130198,2,0.5,0,1,0,0.0004179257024759095,"[""flow control"", ""width restriction"", ""coolant system""]"
graph_00,industrial_cooling_system,0,node_012,core_shuffled_graph,shuffle_11,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,0,1,2,1,1,1,4,,pending,0,0.1192933896791144,11,0.09090909090909091,0,0,0,0.0004179257024759095,[]
graph_00,industrial_cooling_system,0,node_018,core_shuffled_graph,shuffle_11,production delay,Delay in production caused by cooling-system downtime.,shutdown_and_delivery,0,1,1,1,1,1,4,,pending,0,0.8630909162400319,9,0.1111111111111111,0,0,0,0.0004179257024759095,"[""shutdown"", ""length of service"", ""duration"", ""turnaround time"", ""shutting down"", ""minimum connecting time""]"
graph_00,industrial_cooling_system,0,node_000,core_shuffled_graph,shuffle_12,intake blockage severity,Severity of physical obstruction at the coolant intake.,intake_and_pressure,1,0,0,1,1,1,3,,pending,1,0.8485219481427131,13,0.07692307692307693,0,0,0,0.0004179257024759095,"[""width restriction"", ""business interruption insurance"", ""temperature reduction"", ""coolant system"", ""restrictions"", ""limit situation""]"
graph_00,industrial_cooling_system,0,node_007,core_shuffled_graph,shuffle_12,pump pressure loss,Loss of delivered coolant pressure from wear and restricted inflow.,intake_and_pressure,0,1,2,1,2,1,3,,pending,1,0.8848312559648082,8,0.125,0,0,0,0.0004179257024759095,"[""temperature reduction"", ""width restriction"", ""heat shrink"", ""unavailable energy"", ""heat dissipation"", ""oxygen deficit""]"
graph_00,industrial_cooling_system,0,node_012,core_shuffled_graph,shuffle_12,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,0,1,2,1,1,1,4,,pending,1,0.8982733039123597,5,0.2,0,1,0,0.0004179257024759095,"[""external risk"", ""hazardous material emergency"", ""risk of exposure"", ""constant temperature"", ""extreme thermal situation"", ""thermal break""]"
graph_00,industrial_cooling_system,0,node_018,core_shuffled_graph,shuffle_12,production delay,Delay in production caused by cooling-system downtime.,shutdown_and_delivery,0,1,1,1,1,1,4,,pending,1,0.8705339603756961,10,0.1,0,0,0,0.0004179257024759095,"[""equipment casualty"", ""extreme thermal situation"", ""energy equipment services"", ""accumulation"", ""equipment failure"", ""equipments""]"
graph_00,industrial_cooling_system,0,node_000,core_shuffled_graph,shuffle_13,intake blockage severity,Severity of physical obstruction at the coolant intake.,intake_and_pressure,1,0,0,1,1,1,3,,pending,0,0.7492902341223916,8,0.125,0,0,0,0.0004179257024759095,"[""shutdown"", ""duration"", ""turnaround time"", ""operating time"", ""length of time"", ""durational""]"
graph_00,industrial_cooling_system,0,node_007,core_shuffled_graph,shuffle_13,pump pressure loss,Loss of delivered coolant pressure from wear and restricted inflow.,intake_and_pressure,0,1,2,1,2,1,3,,pending,1,0.2322301613000023,10,0.1,0,0,0,0.0004179257024759095,[]
graph_00,industrial_cooling_system,0,node_012,core_shuffled_graph,shuffle_13,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,0,1,2,1,1,1,4,,pending,1,0.4944388086041209,5,0.2,0,1,0,0.0004179257024759095,"[""shutdown""]"
graph_00,industrial_cooling_system,0,node_018,core_shuffled_graph,shuffle_13,production delay,Delay in production caused by cooling-system downtime.,shutdown_and_delivery,0,1,1,1,1,1,4,,pending,0,0.8543430344661126,17,0.058823529411764705,0,0,0,0.0004179257024759095,"[""temperature measure"", ""temperature indicator light"", ""security risk"", ""raise alarm"", ""setting alarm"", ""extreme thermal situation""]"
graph_00,industrial_cooling_system,0,node_000,core_shuffled_graph,shuffle_14,intake blockage severity,Severity of physical obstruction at the coolant intake.,intake_and_pressure,1,0,0,1,1,1,3,,pending,1,0.8584326742073187,6,0.16666666666666666,0,0,0,0.0004179257024759095,"[""temperature reduction"", ""coolant system"", ""flow control"", ""width restriction"", ""restricted function"", ""fluid flow separation""]"
graph_00,industrial_cooling_system,0,node_007,core_shuffled_graph,shuffle_14,pump pressure loss,Loss of delivered coolant pressure from wear and restricted inflow.,intake_and_pressure,0,1,2,1,2,1,3,,pending,1,0.8291090424599302,7,0.14285714285714285,0,0,0,0.0004179257024759095,"[""delay payment"", ""shipping pneumonia"", ""shipping and handling"", ""risks"", ""pump failure"", ""transporting goods""]"
graph_00,industrial_cooling_system,0,node_012,core_shuffled_graph,shuffle_14,emergency cooling demand,Demand for emergency cooling action after thermal warning.,sensing_and_control,0,1,2,1,1,1,4,,pending,1,0.8443424664118884,7,0.14285714285714285,0,0,0,0.0004179257024759095,"[""delayed action"", ""call delay"", ""response time"", ""control order"", ""delay position"", ""control experiment""]"
