probe_id,dataset,implementation_dataset_id,role,fold,arm,latent_constraints,node_id,true_label,gold_cosine,centered_cosine,prediction_margin,rank,mrr,recall_at_1,recall_at_5,match_acc,exact,judge_acc,judge_status,decoder_alpha,decoded_words
himi,himi,himi,dev,1,core,True,Antisaccade,antisaccade response inhibition,0.8490007341355283,0.09910863741294187,-0.12689854690061897,2,0.5,0,1,0,0,,pending,0.00046026366196274697,"[""stroop effect"", ""inhibition"", ""color vision deficiency"", ""mixed inhibition"", ""color interaction"", ""stop words""]"
himi,himi,himi,dev,1,core,True,Stop_Signal,stop-signal response inhibition,0.8451763217321432,0.08670829604658215,-0.13088145506222482,3,0.3333333333333333,0,1,0,0,,pending,0.00046026366196274697,"[""stroop effect"", ""inhibition"", ""color vision deficiency"", ""mixed inhibition"", ""color interaction"", ""stop words""]"
himi,himi,himi,dev,1,core,True,RSpan_PCU,reading span working memory,0.9438572831631282,0.6230588959078849,-0.030750310471516107,3,0.3333333333333333,0,1,1,0,,pending,0.00046026366196274697,"[""working memory"", ""span of control"", ""span loading"", ""span"", ""memory span"", ""span new""]"
himi,himi,himi,dev,1,core,True,DA_Uni,divided attention unimodal,0.9410014687690086,0.7131294664297733,-0.050570601135273896,2,0.5,0,1,1,0,,pending,0.00046026366196274697,"[""crossmodal"", ""split brain"", ""flow of attention"", ""split-brain technique"", ""dividedness"", ""focus attention""]"
himi,himi,himi,dev,1,raw_correlation,True,Antisaccade,antisaccade response inhibition,0.8957061872557239,-0.5295367940774194,-0.05017416373704875,16,0.0625,0,0,1,0,,pending,0.00046026366196274697,"[""working memory"", ""updating information"", ""relational noun slot"", ""split-brain technique"", ""procedural memory"", ""commit to memory""]"
himi,himi,himi,dev,1,raw_correlation,True,Stop_Signal,stop-signal response inhibition,0.8916957781679571,-0.5176010868456801,-0.04710679119905914,17,0.058823529411764705,0,0,1,0,,pending,0.00046026366196274697,"[""working memory"", ""updating information"", ""procedural memory"", ""split-brain technique"", ""commit to memory"", ""memory span""]"
himi,himi,himi,dev,1,raw_correlation,True,RSpan_PCU,reading span working memory,0.9289264021951491,0.23806541131424336,-0.021196082737273803,6,0.16666666666666666,0,0,1,0,,pending,0.00046026366196274697,"[""working memory"", ""updating information"", ""procedural memory"", ""commit to memory"", ""memory span"", ""relational noun slot""]"
himi,himi,himi,dev,1,raw_correlation,True,DA_Uni,divided attention unimodal,0.9268153246081997,0.19489361141353267,-0.015279852301932184,5,0.2,0,1,1,0,,pending,0.00046026366196274697,"[""working memory"", ""split-brain technique"", ""updating information"", ""procedural memory"", ""relational noun slot"", ""mixed inhibition""]"
himi,himi,himi,dev,1,uniform,True,Antisaccade,antisaccade response inhibition,0.8991654292725932,-0.6749345250765846,-0.03835997093181631,16,0.0625,0,0,0,0,,pending,0.00046026366196274697,"[""working memory"", ""procedural memory"", ""switching function"", ""color interaction"", ""relational noun slot"", ""split-brain technique""]"
himi,himi,himi,dev,1,uniform,True,Stop_Signal,stop-signal response inhibition,0.8932762428234076,-0.6571522797338694,-0.04424915738099,17,0.058823529411764705,0,0,0,0,,pending,0.00046026366196274697,"[""working memory"", ""procedural memory"", ""switching function"", ""color interaction"", ""relational noun slot"", ""split-brain technique""]"
himi,himi,himi,dev,1,uniform,True,RSpan_PCU,reading span working memory,0.9158232201742696,-0.2760480491855305,-0.02170218003017499,11,0.09090909090909091,0,0,0,0,,pending,0.00046026366196274697,"[""working memory"", ""procedural memory"", ""switching function"", ""color interaction"", ""relational noun slot"", ""split-brain technique""]"
himi,himi,himi,dev,1,uniform,True,DA_Uni,divided attention unimodal,0.9136734083943685,-0.33487272689990855,-0.02385199181007136,12,0.08333333333333333,0,0,0,0,,pending,0.00046026366196274697,"[""working memory"", ""procedural memory"", ""switching function"", ""color interaction"", ""relational noun slot"", ""split-brain technique""]"
himi,himi,himi,dev,2,core,True,Keep_Track,keep track memory updating,0.8947798903030008,0.42517104766572095,-0.09919626265665349,2,0.5,0,1,1,0,,pending,0.0004975710919067557,"[""updating"", ""updating information"", ""write from memory"", ""letter security"", ""memory typewriter"", ""letter patent""]"
himi,himi,himi,dev,2,core,True,N_Back,n-back working memory updating,0.8881138943773723,0.35848592669122403,-0.1058177834386671,3,0.3333333333333333,0,1,1,0,,pending,0.0004975710919067557,"[""updating information"", ""updating"", ""letter security"", ""write from memory"", ""letter quality"", ""memory typewriter""]"
himi,himi,himi,dev,2,core,True,OSpan_PCU,operation span working memory,0.9362034240517167,0.6023097454843656,-0.041733812732561715,3,0.3333333333333333,0,1,1,0,,pending,0.0004975710919067557,"[""working memory"", ""span loading"", ""memory span"", ""span new"", ""span""]"
himi,himi,himi,dev,2,raw_correlation,True,Keep_Track,keep track memory updating,0.9087217752649128,-0.4905544823149167,-0.02692191180001624,15,0.06666666666666667,0,0,1,0,,pending,0.0004975710919067557,"[""working memory"", ""mixed inhibition"", ""event related potential"", ""reciprocal inhibition"", ""attention span"", ""split-brain technique""]"
himi,himi,himi,dev,2,raw_correlation,True,N_Back,n-back working memory updating,0.9174934424490839,-0.5102986088316832,-0.017728059585783607,6,0.16666666666666666,0,0,1,0,,pending,0.0004975710919067557,"[""working memory"", ""mixed inhibition"", ""relational noun slot"", ""split-brain technique"", ""event related potential"", ""across variable""]"
himi,himi,himi,dev,2,raw_correlation,True,OSpan_PCU,operation span working memory,0.929150983505996,0.068170820000439,-0.006591915521875769,5,0.2,0,1,1,0,,pending,0.0004975710919067557,"[""working memory"", ""mixed inhibition"", ""attention span"", ""event related potential"", ""reciprocal inhibition"", ""across variable""]"
himi,himi,himi,dev,2,uniform,True,Keep_Track,keep track memory updating,0.9064920762999663,-0.7070823932258732,-0.02329074002430942,16,0.0625,0,0,0,0,,pending,0.0004975710919067557,"[""working memory"", ""mixed inhibition"", ""switching function"", ""event related potential"", ""reciprocal inhibition"", ""color interaction""]"
himi,himi,himi,dev,2,uniform,True,N_Back,n-back working memory updating,0.9191643543374067,-0.7332872560340019,-0.010618461986895422,8,0.125,0,0,1,0,,pending,0.0004975710919067557,"[""working memory"", ""mixed inhibition"", ""switching function"", ""event related potential"", ""reciprocal inhibition"", ""color interaction""]"
himi,himi,himi,dev,2,uniform,True,OSpan_PCU,operation span working memory,0.9170070670534689,-0.5398491797572555,-0.012775749270828807,10,0.1,0,0,0,0,,pending,0.0004975710919067557,"[""working memory"", ""mixed inhibition"", ""switching function"", ""event related potential"", ""reciprocal inhibition"", ""color interaction""]"
himi,himi,himi,dev,3,core,True,SSpan_PCU,symmetry span working memory,0.9000229881151934,0.4393097566053671,-0.07887888912680507,3,0.3333333333333333,0,1,1,0,,pending,0.0004785539602258098,"[""working memory"", ""span loading"", ""memory span"", ""span""]"
himi,himi,himi,dev,3,core,True,RI_V,relational integration verbal,0.9324345260624561,0.6883678384525007,-0.054687109497593034,3,0.3333333333333333,0,1,1,0,,pending,0.0004785539602258098,"[""relational algebra"", ""relational"", ""integration by parts"", ""integrating"", ""relational model""]"
himi,himi,himi,dev,3,core,True,DA_Cross,divided attention crossmodal,0.9387471281483174,0.7065077365441299,-0.052153703454352995,2,0.5,0,1,1,0,,pending,0.0004785539602258098,"[""unimodal"", ""with undivided attention"", ""split brain"", ""divided thing""]"
himi,himi,himi,dev,3,raw_correlation,True,SSpan_PCU,symmetry span working memory,0.9262958099089237,0.0836874193589064,-0.022346564100395927,6,0.16666666666666666,0,0,1,0,,pending,0.0004785539602258098,"[""working memory"", ""memory span"", ""updating information"", ""reciprocal inhibition"", ""event related potential"", ""mixed inhibition""]"
himi,himi,himi,dev,3,raw_correlation,True,RI_V,relational integration verbal,0.9088949304069649,-0.029866788759603767,-0.0412141399789091,12,0.08333333333333333,0,0,1,0,,pending,0.0004785539602258098,"[""working memory"", ""updating information"", ""activation function"", ""procedural memory"", ""mixed inhibition"", ""event related potential""]"
himi,himi,himi,dev,3,raw_correlation,True,DA_Cross,divided attention crossmodal,0.9213431737474468,-0.03346172969089911,-0.023618552123214176,7,0.14285714285714285,0,0,1,0,,pending,0.0004785539602258098,"[""working memory"", ""mixed inhibition"", ""updating information"", ""reciprocal inhibition"", ""event related potential"", ""nonrapid eye movement""]"
himi,himi,himi,dev,3,uniform,True,SSpan_PCU,symmetry span working memory,0.9196733461443387,-0.4344970660015387,-0.01998884526926703,10,0.1,0,0,0,0,,pending,0.0004785539602258098,"[""working memory"", ""switching function"", ""mixed inhibition"", ""event related potential"", ""procedural memory"", ""updating information""]"
himi,himi,himi,dev,3,uniform,True,RI_V,relational integration verbal,0.9026582968736834,-0.5050457660691454,-0.03700389453988673,15,0.06666666666666667,0,0,0,0,,pending,0.0004785539602258098,"[""working memory"", ""switching function"", ""mixed inhibition"", ""event related potential"", ""procedural memory"", ""updating information""]"
himi,himi,himi,dev,3,uniform,True,DA_Cross,divided attention crossmodal,0.9148567743399006,-0.5374348475622186,-0.024805417073695102,14,0.07142857142857142,0,0,0,0,,pending,0.0004785539602258098,"[""working memory"", ""switching function"", ""mixed inhibition"", ""event related potential"", ""procedural memory"", ""updating information""]"
himi,himi,himi,dev,4,core,True,Number_Letter,number-letter task switching,0.9080857470812629,0.4661766319671337,-0.06938251201173173,3,0.3333333333333333,0,1,1,0,,pending,0.00044185171694421395,"[""switching function"", ""assigned task"", ""palette swap"", ""color perception category"", ""switchability"", ""category mistake""]"
himi,himi,himi,dev,4,core,True,Stroop,stroop color-word interference inhibition,0.48937557801095455,0.04107860714803845,-0.1839272089652953,3,0.3333333333333333,0,1,1,0,,pending,0.00044185171694421395,"[""contact inhibition"", ""reversible inhibition""]"
himi,himi,himi,dev,4,core,True,RI_F,relational integration figural,0.9372344627588913,0.6042275577161703,-0.03638584966802272,3,0.3333333333333333,0,1,1,0,,pending,0.00044185171694421395,"[""relational"", ""relational algebra"", ""relational adjective"", ""integrating"", ""social integration"", ""integration by parts""]"
himi,himi,himi,dev,4,raw_correlation,True,Number_Letter,number-letter task switching,0.9199806690133313,-0.08076796253414148,-0.01512891444689235,10,0.1,0,0,0,0,,pending,0.00044185171694421395,"[""working memory"", ""switching function"", ""split-brain technique"", ""mixed inhibition"", ""category changing affix"", ""event related potential""]"
himi,himi,himi,dev,4,raw_correlation,True,Stroop,stroop color-word interference inhibition,0.8970550556591245,-0.253063150847338,-0.04707524508492711,12,0.08333333333333333,0,0,0,0,,pending,0.00044185171694421395,"[""working memory"", ""split-brain technique"", ""category changing affix"", ""switchability"", ""assigned task"", ""switching function""]"
himi,himi,himi,dev,4,raw_correlation,True,RI_F,relational integration figural,0.9199738743471749,0.5025331631550797,-0.015549209051053392,6,0.16666666666666666,0,0,1,0,,pending,0.00044185171694421395,"[""working memory"", ""mixed inhibition"", ""relational noun slot"", ""split-brain technique"", ""relational"", ""integrating""]"
himi,himi,himi,dev,4,uniform,True,Number_Letter,number-letter task switching,0.9151697830545733,-0.4407149867006922,-0.02446686943812859,11,0.09090909090909091,0,0,0,0,,pending,0.00044185171694421395,"[""working memory"", ""mixed inhibition"", ""event related potential"", ""memory span"", ""switching function"", ""split-brain technique""]"
himi,himi,himi,dev,4,uniform,True,Stroop,stroop color-word interference inhibition,0.909490225916349,-0.49861932676859466,-0.0301464265763407,14,0.07142857142857142,0,0,0,0,,pending,0.00044185171694421395,"[""working memory"", ""mixed inhibition"", ""event related potential"", ""memory span"", ""switching function"", ""split-brain technique""]"
himi,himi,himi,dev,4,uniform,True,RI_F,relational integration figural,0.8951189843565452,-0.46587552921576114,-0.04451766813611491,16,0.0625,0,0,1,0,,pending,0.00044185171694421395,"[""working memory"", ""mixed inhibition"", ""event related potential"", ""memory span"", ""switching function"", ""split-brain technique""]"
kims,kims,kims,heldout,0,core,True,Q5,I pay attention to whether my muscles are tense or relaxed.,0.941982571953595,0.2570431324112292,-0.01731833729894494,7,0.14285714285714285,0,0,1,0,,pending,0.0005449353749012693,"[""experiencing emotion"", ""noticing"", ""sense of movement"", ""perceives"", ""paying attention to"", ""mindfulness""]"
kims,kims,kims,heldout,0,core,True,Q13,"When I take a shower or bath, I stay alert to the sensations of water on my body.",0.932185455426837,0.3425641509863284,-0.028375478775720442,10,0.1,0,0,1,0,,pending,0.0005449353749012693,"[""experiencing emotion"", ""noticing"", ""paying attention to"", ""sense of movement"", ""mindfulness"", ""moods""]"
kims,kims,kims,heldout,0,core,True,Q29,I notice the smells and aromas of things.,0.9240571409694001,0.2228111934587227,-0.033868622167406714,13,0.07692307692307693,0,0,1,0,,pending,0.0005449353749012693,"[""experiencing emotion"", ""noticing"", ""paying attention to"", ""mindfulness"", ""perceives"", ""moods""]"
kims,kims,kims,heldout,0,core,True,Q30,I intentionally stay aware of my feelings.,0.9169699297884271,-0.0283429837799205,-0.04505379865412862,18,0.05555555555555555,0,0,1,0,,pending,0.0005449353749012693,"[""experiencing emotion"", ""noticing"", ""paying attention to"", ""sense of movement"", ""moods"", ""mindfulness""]"
kims,kims,kims,heldout,0,core,True,Q22,"When I have a sensation in my body, it's difficult for me to describe it because I can't find the right words.",0.9027468402275809,0.11295181561251631,-0.011915968954217315,4,0.25,0,1,1,0,,pending,0.0005449353749012693,"[""being in"", ""explain oneself"", ""expressing feelings"", ""have hard time"", ""ambiguity"", ""incomprehensible""]"
kims,kims,kims,heldout,0,core,True,Q26,"Even when I'm feeling terribly upset, I can find a way to put it into words.",0.9316075476142615,0.3930691460101468,-0.036888075008569055,6,0.16666666666666666,0,0,1,0,,pending,0.0005449353749012693,"[""put into words"", ""expressing ideas"", ""expressing feelings"", ""good words"", ""thinking myers briggs"", ""explain oneself""]"
kims,kims,kims,heldout,0,core,True,Q11,"I drive on ""automatic pilot"" without paying attention to what I'm doing.",0.8865407808920939,0.09301870332901349,-0.06927006263554725,17,0.058823529411764705,0,0,1,0,,pending,0.0005449353749012693,"[""procrastinating"", ""daydreaming"", ""procrastinates"", ""become distracted"", ""grouping things mentally"", ""overthinking""]"
kims,kims,kims,heldout,0,core,True,Q4,I criticize myself for having irrational or inappropriate emotions.,0.9544611553800533,0.4314180811954466,-0.020332903303946437,7,0.14285714285714285,0,0,1,0,,pending,0.0005449353749012693,"[""overthinking"", ""justify oneself"", ""feeling inferior"", ""self doubt"", ""disturbed thought process"", ""thinking too much""]"
kims,kims,kims,heldout,0,raw_correlation,True,Q5,I pay attention to whether my muscles are tense or relaxed.,0.9439838861335091,0.1839140853826749,-0.017951218949915915,8,0.125,0,0,1,0,,pending,0.0005449353749012693,"[""experiencing emotion"", ""personally"", ""perceives"", ""perceptivity"", ""mindfulness"", ""perceived""]"
kims,kims,kims,heldout,0,raw_correlation,True,Q13,"When I take a shower or bath, I stay alert to the sensations of water on my body.",0.9323391036348181,0.31805490270500664,-0.02812097924830137,16,0.0625,0,0,1,0,,pending,0.0005449353749012693,"[""experiencing emotion"", ""paying attention to"", ""perceptivity"", ""personally"", ""mindfulness"", ""consciously""]"
kims,kims,kims,heldout,0,raw_correlation,True,Q29,I notice the smells and aromas of things.,0.9304086630849998,0.2608966826752452,-0.029630235149200157,18,0.05555555555555555,0,0,1,0,,pending,0.0005449353749012693,"[""experiencing emotion"", ""paying attention to"", ""perceptivity"", ""perceives"", ""personally"", ""perceived""]"
kims,kims,kims,heldout,0,raw_correlation,True,Q30,I intentionally stay aware of my feelings.,0.9326344244170653,0.019281042355083093,-0.03418406943291863,18,0.05555555555555555,0,0,1,0,,pending,0.0005449353749012693,"[""experiencing emotion"", ""personally"", ""perceived"", ""perceptivity"", ""paying attention to"", ""perceives""]"
kims,kims,kims,heldout,0,raw_correlation,True,Q22,"When I have a sensation in my body, it's difficult for me to describe it because I can't find the right words.",0.9318692766344869,0.15245445265155894,-0.031803699214934755,18,0.05555555555555555,0,0,1,0,,pending,0.0005449353749012693,"[""overthinking"", ""thinking too much"", ""feel discouraged"", ""thoughts"", ""procrastinations"", ""disturbed thought process""]"
kims,kims,kims,heldout,0,raw_correlation,True,Q26,"Even when I'm feeling terribly upset, I can find a way to put it into words.",0.9351461468964236,0.2808766826316061,-0.027530097957636057,12,0.08333333333333333,0,0,1,0,,pending,0.0005449353749012693,"[""experiencing emotion"", ""personally"", ""perceived"", ""thoughts"", ""put into words"", ""introspectivity""]"
kims,kims,kims,heldout,0,raw_correlation,True,Q11,"I drive on ""automatic pilot"" without paying attention to what I'm doing.",0.9054735875776998,0.013392057016395056,-0.055688770248565334,35,0.02857142857142857,0,0,1,0,,pending,0.0005449353749012693,"[""overthinking"", ""procrastinations"", ""thinking too much"", ""grouping things mentally"", ""concern oneself about"", ""daydreaming""]"
kims,kims,kims,heldout,0,raw_correlation,True,Q4,I criticize myself for having irrational or inappropriate emotions.,0.9536029832552232,0.4139620905080763,-0.017789455267883558,6,0.16666666666666666,0,0,1,0,,pending,0.0005449353749012693,"[""overthinking"", ""thinking too much"", ""feel discouraged"", ""feeling inferior"", ""thoughts"", ""disturbed thought process""]"
kims,kims,kims,heldout,0,uniform,True,Q5,I pay attention to whether my muscles are tense or relaxed.,0.9394059471560529,-0.388385236775129,-0.017841401038767413,20,0.05,0,0,0,0,,pending,0.0005449353749012693,"[""overthinking"", ""experiencing emotion"", ""thoughts"", ""grouping things mentally"", ""concern oneself with"", ""procrastinations""]"
kims,kims,kims,heldout,0,uniform,True,Q13,"When I take a shower or bath, I stay alert to the sensations of water on my body.",0.9193958824540679,-0.40669251120060224,-0.0378514657407113,36,0.027777777777777776,0,0,0,0,,pending,0.0005449353749012693,"[""overthinking"", ""experiencing emotion"", ""thoughts"", ""grouping things mentally"", ""concern oneself with"", ""procrastinations""]"
kims,kims,kims,heldout,0,uniform,True,Q29,I notice the smells and aromas of things.,0.9229741747256102,-0.17610769665711962,-0.034273173469176244,35,0.02857142857142857,0,0,0,0,,pending,0.0005449353749012693,"[""overthinking"", ""experiencing emotion"", ""thoughts"", ""grouping things mentally"", ""concern oneself with"", ""procrastinations""]"
kims,kims,kims,heldout,0,uniform,True,Q30,I intentionally stay aware of my feelings.,0.9323036248418043,-0.4384046208466017,-0.024943723353001546,28,0.03571428571428571,0,0,0,0,,pending,0.0005449353749012693,"[""overthinking"", ""experiencing emotion"", ""thoughts"", ""grouping things mentally"", ""concern oneself with"", ""procrastinations""]"
kims,kims,kims,heldout,0,uniform,True,Q22,"When I have a sensation in my body, it's difficult for me to describe it because I can't find the right words.",0.9295944589611365,-0.3225947675065607,-0.027652889233663824,30,0.03333333333333333,0,0,1,0,,pending,0.0005449353749012693,"[""overthinking"", ""experiencing emotion"", ""thoughts"", ""grouping things mentally"", ""concern oneself with"", ""procrastinations""]"
kims,kims,kims,heldout,0,uniform,True,Q26,"Even when I'm feeling terribly upset, I can find a way to put it into words.",0.9258540652167346,-0.28513327907282954,-0.03139328297805799,34,0.029411764705882353,0,0,0,0,,pending,0.0005449353749012693,"[""overthinking"", ""experiencing emotion"", ""thoughts"", ""grouping things mentally"", ""concern oneself with"", ""procrastinations""]"
kims,kims,kims,heldout,0,uniform,True,Q11,"I drive on ""automatic pilot"" without paying attention to what I'm doing.",0.9100015370579468,-0.21266936671453776,-0.0472458111368127,39,0.02564102564102564,0,0,0,0,,pending,0.0005449353749012693,"[""overthinking"", ""experiencing emotion"", ""thoughts"", ""grouping things mentally"", ""concern oneself with"", ""procrastinations""]"
kims,kims,kims,heldout,0,uniform,True,Q4,I criticize myself for having irrational or inappropriate emotions.,0.9415753382162375,-0.17698649609024175,-0.01567200997858753,18,0.05555555555555555,0,0,1,0,,pending,0.0005449353749012693,"[""overthinking"", ""experiencing emotion"", ""thoughts"", ""grouping things mentally"", ""concern oneself with"", ""procrastinations""]"
kims,kims,kims,heldout,1,core,True,Q1,"I notice changes in my body, such as whether my breathing slows down or speeds up.",0.9416374575457164,0.30980587108579816,-0.019708338641088563,8,0.125,0,0,1,0,,pending,0.0005221664259340565,"[""experiencing emotion"", ""paying attention to"", ""being aware"", ""mindfulness"", ""physical sensation"", ""sense of movement""]"
kims,kims,kims,heldout,1,core,True,Q7,"When I'm doing something, I'm only focused on what I'm doing, nothing else.",-0.7472629069087773,-0.01533346196280468,-0.038789288526268395,19,0.05263157894736842,0,0,1,0,,pending,0.0005221664259340565,"[""low illegal"", ""low broken"", ""low betray"", ""low reversed"", ""low cursed"", ""low explain""]"
kims,kims,kims,heldout,1,core,True,Q19,"When I do things, I get totally wrapped up in them and don't think about anything else.",-0.7540168224778439,-0.005275463709699321,-0.033929915284466095,14,0.07142857142857142,0,0,0,0,,pending,0.0005221664259340565,"[""low shocking"", ""low reversed"", ""low illegal"", ""low broken"", ""low explain"", ""low betrayed""]"
kims,kims,kims,heldout,1,core,True,Q38,"I get completely absorbed in what I'm doing, so that all my attention is focused on it.",-0.7405373881965964,0.005163535676754136,-0.037311194862439945,15,0.06666666666666667,0,0,0,0,,pending,0.0005221664259340565,"[""low broken"", ""low illegal"", ""low reversed"", ""low shocking"", ""low explain"", ""low cursed""]"
kims,kims,kims,heldout,1,core,True,Q16,I believe some of my thoughts are abnormal or bad and I shouldn't think that way.,0.9459585094783167,0.3297550404025278,-0.025935665650818618,8,0.125,0,0,0,0,,pending,0.0005221664259340565,"[""self criticism"", ""justify oneself"", ""feeling inferior"", ""feel discouraged"", ""overthinking"", ""irrationalistic""]"
kims,kims,kims,heldout,1,core,True,Q20,I make judgments about whether my thoughts are good or bad.,0.9498925113590952,0.3549633748603792,-0.021489554502965635,7,0.14285714285714285,0,0,1,0,,pending,0.0005221664259340565,"[""self criticism"", ""justify oneself"", ""feeling inferior"", ""overthinking"", ""feel discouraged"", ""irrationalistic""]"
kims,kims,kims,heldout,1,core,True,Q28,I tell myself that I shouldn't be thinking the way I'm thinking.,0.9582982783610536,0.4602922552599691,-0.013329161309286519,4,0.25,0,1,0,0,,pending,0.0005221664259340565,"[""self criticism"", ""justify oneself"", ""feeling inferior"", ""feel discouraged"", ""overthinking"", ""irrationalistic""]"
kims,kims,kims,heldout,1,core,True,Q32,I think some of my emotions are bad or inappropriate and I shouldn't feel them.,0.9509224371195567,0.38059229053104837,-0.021469612795324777,5,0.2,0,1,0,0,,pending,0.0005221664259340565,"[""self criticism"", ""justify oneself"", ""feeling inferior"", ""irrationalistic"", ""feel discouraged"", ""overthinking""]"
kims,kims,kims,heldout,1,raw_correlation,True,Q1,"I notice changes in my body, such as whether my breathing slows down or speeds up.",0.9393513868455665,0.24389760416779332,-0.02429632632478118,11,0.09090909090909091,0,0,1,0,,pending,0.0005221664259340565,"[""experiencing emotion"", ""being aware"", ""personally"", ""paying attention to"", ""psychophysically"", ""perceives""]"
kims,kims,kims,heldout,1,raw_correlation,True,Q7,"When I'm doing something, I'm only focused on what I'm doing, nothing else.",0.9297965062930904,-0.23495399459217858,-0.03079270123900424,23,0.043478260869565216,0,0,1,0,,pending,0.0005221664259340565,"[""experiencing emotion"", ""personally"", ""being aware"", ""thoughts"", ""read oneself in"", ""paying attention to""]"
kims,kims,kims,heldout,1,raw_correlation,True,Q19,"When I do things, I get totally wrapped up in them and don't think about anything else.",0.9340077608424711,-0.090157676546749,-0.02278767484726707,16,0.0625,0,0,0,0,,pending,0.0005221664259340565,"[""experiencing emotion"", ""personally"", ""being aware"", ""paying attention to"", ""read oneself in"", ""perceptivity""]"
kims,kims,kims,heldout,1,raw_correlation,True,Q38,"I get completely absorbed in what I'm doing, so that all my attention is focused on it.",0.9336880356595045,0.07038976147137442,-0.02705075982353422,16,0.0625,0,0,0,0,,pending,0.0005221664259340565,"[""experiencing emotion"", ""personally"", ""being aware"", ""thoughts"", ""paying attention to"", ""read oneself in""]"
kims,kims,kims,heldout,1,raw_correlation,True,Q16,I believe some of my thoughts are abnormal or bad and I shouldn't think that way.,0.9527399466746387,0.2844602822062371,-0.005988120171035227,7,0.14285714285714285,0,0,1,0,,pending,0.0005221664259340565,"[""overthinking"", ""procrastinations"", ""feel discouraged"", ""feeling inferior"", ""thinking too much"", ""experiencing emotion""]"
